species,chr_length,read_count,gc_ref,reads_per_million_ref_bases,reads_per_million_reads_in_experiment,RPMM,bacteria_per_human_cell
1_CP000413_1_Lactobacillus_gasseri_ATCC_33323__complete_genome_BAC,1894360,71,35.25417,37.47968,8.44033,4.45551,146.96092
1_CP004856_1_Enterococcus_casseliflavus_EC20__complete_genome_BAC,3427276,128,42.83230,37.34740,15.21638,4.43978,146.44226
1_CP008747_1_Staphylococcus_hyicus_strain_ATCC_11249__complete_genome_BAC,2472129,92,35.57297,37.21487,10.93677,4.42403,145.92260
1_CP000680_1_Pseudomonas_mendocina_ymp__complete_genome_BAC,5072807,188,64.69438,37.06033,22.34905,4.40566,145.31662
1_CP010026_1_Paraburkholderia_fungorum_strain_ATCC_BAA_463_chromosome_1__complete_sequence_BAC,4463161,165,62.07680,36.96932,19.61486,4.39483,144.95978
1_CP014007_1_Kosakonia_oryzae_strain_Ola_51__complete_genome_BAC,5303342,194,54.00692,36.58072,23.06232,4.34864,143.43604
1_CP014784_1_Pseudomonas_alcaligenes_strain_NEB_585__complete_genome_BAC,4406305,161,65.51708,36.53859,19.13935,4.34363,143.27085
1_CP000964_1_Klebsiella_variicola_strain_342__complete_genome_BAC,5641239,204,57.28307,36.16226,24.25110,4.29889,141.79523
1_BX950851_1_Erwinia_carotovora_subsp__atroseptica_SCRI1043__complete_genome_BAC,5064019,180,50.95596,35.54488,21.39803,4.22550,139.37444
1_CP003218_1_Klebsiella_michiganensis_strain_KCTC_1686__complete_genome_BAC,5974109,209,56.04450,34.98429,24.84549,4.15886,137.17631
1_CP000851_1_Shewanella_pealeana_ATCC_700345__complete_genome_BAC,5174581,180,44.65189,34.78543,21.39803,4.13522,136.39656
1_CP012266_1_Cronobacter_dublinensis_subsp__dublinensis_LMG_23823__complete_genome_BAC,4431067,144,57.84142,32.49779,17.11842,3.86327,127.42655
1_CP015206_1_Pediococcus_acidilactici_strain_ZPA017__complete_genome_BAC,2131361,69,42.09491,32.37370,8.20258,3.84851,126.93995
1_CP003737_1_Enterobacter_kobei_strain_ENHKU01__complete_genome_BAC,4726582,151,55.05945,31.94699,17.95057,3.79779,125.26679
1_CP000514_1_Marinobacter_hydrocarbonoclasticus_VT8_chromosome__complete_genome_BAC,4326849,138,57.26956,31.89387,16.40516,3.79148,125.05852
1_CP014136_1_Gibbsiella_quercinecans_strain_FRB97__complete_genome_BAC,5548506,176,55.93843,31.72023,20.92252,3.77084,124.37764
1_CP018199_1_Staphylococcus_succinus_strain_14BME20_chromosome__complete_genome_BAC,2745675,86,33.07780,31.32193,10.22350,3.72349,122.81589
1_CP002886_1_Enterobacter_ludwigii_strain_EcWSU1__complete_genome_BAC,4734438,148,54.60604,31.26030,17.59393,3.71616,122.57422
1_CP012268_1_Cronobacter_muytjensii_ATCC_51329__complete_genome_BAC,4364114,136,57.68848,31.16328,16.16740,3.70462,122.19382
CP012823.1_Saccharomycopsis_fibuligera_strain_KPH12_chromosome_1__complete_sequence,4889271,151,38.62744,30.88396,17.95057,3.67142,121.09855
1_CP015114_1_Staphylococcus_condimenti_strain_DSM_11674__complete_genome_BAC,2659676,82,34.70077,30.83078,9.74799,3.66510,120.89003
1_CP012605_1_Ralstonia_insidiosa_strain_FC1138_chromosome_1__complete_sequence_BAC,3968071,121,63.61740,30.49341,14.38423,3.62499,119.56720
1_CP009455_1_Pseudomonas_cremoricolorata_strain_ND07__complete_genome_BAC,4780403,145,63.25064,30.33219,17.23730,3.60582,118.93503
1_CP019706_1_Pantoea_alhagi_strain_LTYR_11Z__complete_genome_BAC,4239970,128,53.55671,30.18889,15.21638,3.58879,118.37315
1_CP001790_1_Pectobacterium_parmentieri_WPP163_chromosome__complete_genome_BAC,5063892,149,50.46486,29.42402,17.71281,3.49786,115.37402
1_FP236842_1_Erwinia_pyrifoliae_strain_Ep1_96_complete_chromosome_BAC,4026322,118,53.41369,29.30716,14.02760,3.48397,114.91580
1_CP025225_1_Enterobacter_cancerogenus_strain_CR_Eb1_chromosome__complete_genome_BAC,4796512,139,55.77843,28.97940,16.52403,3.44501,113.63065
1_CP001392_1_Acidovorax_ebreus_TPSY__complete_genome_BAC,3796573,110,66.84608,28.97352,13.07657,3.44431,113.60758
1_CP008696_1_Pseudomonas_chlororaphis_strain_PA23__complete_genome_BAC,7122173,206,62.64786,28.92377,24.48885,3.43839,113.41250
1_CP018016_1_Kosakonia_radicincitans_DSM_16656__complete_genome_BAC,5817639,168,53.97338,28.87769,19.97149,3.43292,113.23182
AE016814.2_Ashbya_gossypii_ATCC_10895_chromosome_I__complete_sequence,693414,20,51.89512,28.84296,2.37756,3.42877,113.09566
AP012217.1_Kluyveromyces_marxianus_DMKU3_1042_DNA__complete_genome__chromosome_5,1353011,39,39.98452,28.82462,4.63624,3.42661,113.02373
1_AE017198_1_Lactobacillus_johnsonii_NCC_533__complete_genome_BAC,1992676,57,34.60343,28.60469,6.77604,3.40047,112.16138
1_CP026047_1_Raoultella_planticola_strain_FDAARGOS_64_chromosome__complete_genome_BAC,5489763,157,55.79089,28.59870,18.66384,3.39975,112.13788
1_CP013987_1_Pseudomonas_oryzihabitans_strain_USDA_ARS_USMARC_56511__complete_genome_BAC,4834356,138,65.13462,28.54566,16.40516,3.39345,111.92990
1_CP001685_1_Leptotrichia_buccalis_DSM_1135__complete_genome_BAC,2465610,70,29.63859,28.39054,8.32146,3.37501,111.32166
1_CP013990_1_Leclercia_adecarboxylata_strain_USDA_ARS_USMARC_60222__complete_genome_BAC,4803917,135,55.77382,28.10205,16.04852,3.34071,110.19047
1_CP016278_1_Diaphorobacter_polyhydroxybutyrativorans_strain_SL_205_chromosome__complete_genome_BAC,4061276,113,66.66696,27.82374,13.43321,3.30763,109.09919
CP019500.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_11__complete_sequence,1115933,31,42.38471,27.77952,3.68522,3.30236,108.92580
1_CP001654_1_Dickeya_paradisiaca_Ech703_chromosome__complete_genome_BAC,4679450,127,55.01066,27.13994,15.09750,3.22634,106.41796
1_CP021455_1_Comamonas_serinivorans_strain_DSM_26136__complete_genome_BAC,4522913,122,67.94320,26.97378,14.50311,3.20658,105.76645
1_CP007546_1_Enterobacter_asburiae_L1__complete_genome_BAC,4561905,123,56.05667,26.96239,14.62199,3.20524,105.72177
1_CP017460_1_Staphylococcus_nepalensis_strain_JS1_chromosome__complete_genome_BAC,2913597,77,33.12577,26.42779,9.15360,3.14168,103.62555
1_CP007511_1_Pseudomonas_balearica_DSM_6083__complete_genome_BAC,4383480,113,64.67083,25.77861,13.43321,3.06451,101.08005
1_CP019041_1_Acinetobacter_junii_strain_65__complete_genome_BAC,3378307,87,38.62685,25.75252,10.34238,3.06141,100.97777
1_AM295250_1_Staphylococcus_carnosus_subsp__carnosus_TM300_complete_genome_BAC,2566424,66,34.62726,25.71676,7.84594,3.05715,100.83754
CP019502.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_13__complete_sequence,1077716,27,42.20852,25.05289,3.20970,2.97825,98.23446
CP019503.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_14__complete_sequence,1007293,25,42.50819,24.81907,2.97195,2.95043,97.31763
CP019497.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_8__complete_sequence,1249162,31,42.72969,24.81668,3.68522,2.95015,97.30825
1_CP012264_1_Cronobacter_condimenti_1330_strain_LMG_26250__complete_genome_BAC,4347991,107,55.83584,24.60907,12.71994,2.92547,96.49421
1_CP001312_1_Rhodobacter_capsulatus_SB_1003__complete_genome_BAC,3738958,90,66.58284,24.07086,10.69901,2.86150,94.38386
1_AE015451_2_Pseudomonas_putida_KT2440_complete_genome_BAC,6181873,145,61.52718,23.45569,17.23730,2.78836,91.97169
1_CP017948_1_Tenericutes_bacterium_MO_XQ_chromosome__complete_genome_BAC,2067902,48,31.56184,23.21195,5.70614,2.75939,91.01600
1_CP004142_1_Raoultella_ornithinolytica_B6__complete_genome_BAC,5398151,123,55.87832,22.78558,14.62199,2.70870,89.34417
1_CP024610_1_Lactobacillus_terrae_strain_NIBRBAC000499792_chromosome__complete_genome_BAC,1548794,35,33.07489,22.59829,4.16073,2.68643,88.60976
1_CP017184_1_Enterobacter_roggenkampii_strain_DSM_16690_chromosome__complete_genome_BAC,4748414,106,56.20441,22.32326,12.60106,2.65374,87.53136
1_CP000422_1_Pediococcus_pentosaceus_ATCC_25745__complete_genome_BAC,1832387,40,37.34894,21.82941,4.75512,2.59504,85.59494
1_CP006721_1_Clostridium_saccharobutylicum_DSM_13864__complete_genome_BAC,5107814,111,28.65821,21.73143,13.19545,2.58338,85.21073
1_CP023536_1_Providencia_alcalifaciens_strain_FDAARGOS_408_chromosome__complete_genome_BAC,3990106,86,41.98196,21.55329,10.22350,2.56221,84.51224
1_CP003360_1_Desulfomonile_tiedjei_DSM_6799__complete_genome_BAC,6500104,136,50.06571,20.92276,16.16740,2.48725,82.03986
1_CP001600_2_Edwardsiella_ictaluri_93_146__complete_genome_BAC,3812301,78,57.43201,20.46009,9.27248,2.43225,80.22571
1_CP006978_1_Pseudomonas_monteilii_SB3078__complete_genome_BAC,6000087,122,62.46724,20.33303,14.50311,2.41715,79.72749
1_CP019044_1_Nitratireductor_basaltis_strain_RR3_28_chromosome__complete_genome_BAC,3357577,68,58.58899,20.25268,8.08370,2.40760,79.41245
1_CP014671_1_Immundisolibacter_cernigliae_strain_TR3_2__complete_genome_BAC,3243537,65,67.81652,20.03983,7.72707,2.38230,78.57785
1_CP016028_1_Lactobacillus_curvatus_strain_FBA2__complete_genome_BAC,1848756,37,42.08083,20.01341,4.39848,2.37916,78.47426
1_CP016043_1_Edwardsiella_hoshinae_strain_ATCC_35051_chromosome__complete_genome_BAC,3811650,76,56.88679,19.93887,9.03472,2.37029,78.18197
CP021242.1_Kluyveromyces_lactis_strain_GG799_chromosome_D__complete_sequence,1700866,32,38.90659,18.81390,3.80409,2.23656,73.77087
1_CP022096_2_Staphylococcus_pettenkoferi_strain_FDAARGOS_288_chromosome__complete_genome_BAC,2502360,47,38.91002,18.78227,5.58726,2.23280,73.64684
1_CP002295_1_Serratia_symbiotica_str__Cinara_cedri__complete_genome_BAC,1762765,33,29.22135,18.72064,3.92297,2.22546,73.40519
1_CP009451_1_Cedecea_neteri_strain_SSMD04__complete_genome_BAC,4876443,91,55.09629,18.66115,10.81789,2.21840,73.17193
CP019493.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_4_sequence,1516135,28,42.72654,18.46795,3.32858,2.19544,72.41437
NC_015676.1_Methanosalsum_zhilinae_DSM_4017__complete_sequence,2138444,39,39.14382,18.23759,4.63624,2.16804,71.51112
1_CP000076_1_Pseudomonas_protegens_Pf_5__complete_genome_BAC,7074893,128,63.31576,18.09215,15.21638,2.15076,70.94084
1_FP565176_1_Xanthomonas_albilineans_GPE_PC73_complete_genome_BAC,3768695,68,62.98558,18.04336,8.08370,2.14496,70.74950
1_CP015774_2_Lelliottia_amnigena_strain_ZB04__complete_genome_BAC,4616122,83,54.26423,17.98047,9.86687,2.13748,70.50291
1_FP236843_1_Erwinia_billingiae_strain_Eb661_complete_chromosome_BAC,5100167,91,55.19009,17.84254,10.81789,2.12109,69.96209
1_CP009706_1_Hafnia_alvei_FB1__complete_genome_BAC,4712721,84,48.97873,17.82410,9.98575,2.11889,69.88978
1_AP014808_1_Lactobacillus_acetotolerans_DNA__complete_genome__strain__NBRC_13120_BAC,1704859,30,36.71391,17.59675,3.56634,2.09187,68.99833
1_FN995097_1_Neisseria_lactamica_020_06_complete_genome_BAC,2220606,39,52.26733,17.56274,4.63624,2.08783,68.86497
1_CP014031_2_Hafnia_paralvei_strain_FDAARGOS_158_chromosome__complete_genome_BAC,4513714,79,48.19253,17.50223,9.39136,2.08063,68.62770
1_CP003026_1_Enterobacter_soli_strain_LF7a__complete_genome_BAC,4812833,83,53.84469,17.24557,9.86687,2.05012,67.62131
1_CP018420_1_Pseudomonas_veronii_strain_R02_chromosome__complete_genome_BAC,6852809,118,61.06460,17.21921,14.02760,2.04698,67.51797
1_CP007445_1_Gilliamella_apicola_strain_wkB1__complete_genome_BAC,3139412,54,33.60742,17.20068,6.41941,2.04478,67.44531
1_CP002038_1_Dickeya_dadantii_3937__complete_genome_BAC,4922802,83,56.29175,16.86032,9.86687,2.00432,66.11073
1_CP017581_1_Pantoea_stewartii_subsp__stewartii_DC283__complete_genome_BAC,4528215,75,54.18789,16.56280,8.91585,1.96895,64.94411
1_CP009781_1_Yersinia_aldovae_670_83__complete_genome_BAC,4471090,74,47.67993,16.55077,8.79697,1.96752,64.89696
1_CP013988_1_Aerococcus_urinaeequi_strain_USDA_ARS_USMARC_56713__complete_genome_BAC,2054328,34,39.42353,16.55041,4.04185,1.96748,64.89552
CP019490.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_1__complete_sequence,2110500,34,42.29931,16.10993,4.04185,1.91511,63.16836
1_CT573326_1_Pseudomonas_entomophila_str__L48_chromosome_complete_sequence_BAC,5888780,93,64.17037,15.79274,11.05565,1.87741,61.92466
1_CP008849_1_Alteromonas_australica_strain_H_17__complete_genome_BAC,4308833,68,44.92627,15.78155,8.08370,1.87608,61.88075
NZ_CP031311.1_Halobellus_limi_strain_CGMCC_1.10331_chromosome__complete_genome,2958395,46,66.89573,15.54895,5.46839,1.84843,60.96870
1_HE613569_1_Streptococcus_macedonicus_ACA_DC_198_main_chromosome_complete_genome_BAC,2130034,33,37.62431,15.49274,3.92297,1.84174,60.74832
1_CR767821_1_Ehrlichia_ruminantium_strain_Welgevonden__complete_genome_BAC,1516355,23,27.47506,15.16790,2.73419,1.80313,59.47460
1_CP017420_1_Delftia_tsuruhatensis_strain_CM13__complete_genome_BAC,7195716,108,66.34824,15.00892,12.83882,1.78423,58.85123
1_CP017476_1_Hydrogenophaga_crassostreae_strain_LPB0072_chromosome__complete_genome_BAC,4944132,74,61.30839,14.96724,8.79697,1.77927,58.68781
1_CP002449_1_Alicycliphilus_denitrificans_BC__complete_genome_BAC,4637013,69,68.29717,14.88028,8.20258,1.76893,58.34681
1_CP014699_1_Streptococcus_pantholopis_strain_TA_26__complete_genome_BAC,2241302,33,41.96501,14.72360,3.92297,1.75031,57.73245
1_CP009533_1_Pseudomonas_rhizosphaerae_strain_DSM_16299__complete_genome_BAC,4688635,69,62.00023,14.71645,8.20258,1.74946,57.70443
CP014502.1_Sugiyamaella_lignohabitans_strain_CBS_10342_chromosome_D__complete_sequence,2277569,33,45.93112,14.48913,3.92297,1.72244,56.81307
1_CP003697_1_Corynebacterium_halotolerans_YIM_70093___DSM_44683__complete_genome_BAC,3135752,45,68.46113,14.35063,5.34951,1.70597,56.27003
1_CP002175_1_Halanaerobium_praevalens_DSM_2228__complete_genome_BAC,2309262,33,30.28047,14.29029,3.92297,1.69880,56.03342
1_CP012647_1_Cutibacterium_acnes_strain_KCOM_1861____ChDC_B594__chromosome__complete_genome_BAC,2522438,36,59.98512,14.27190,4.27961,1.69661,55.96129
1_CP000352_1_Cupriavidus_metallidurans_CH34__complete_genome_BAC,3928089,56,63.83132,14.25629,6.65716,1.69476,55.90011
1_CP012502_1_Bacillus_beveridgei_strain_MLTeJB__complete_genome_BAC,3582268,51,46.06455,14.23678,6.06277,1.69244,55.82361
1_CP018796_1_Lactobacillus_parabuchneri_strain_FAM21731__complete_genome_BAC,2600578,37,43.56997,14.22760,4.39848,1.69135,55.78758
1_CP002585_1_Pseudomonas_brassicacearum_subsp__brassicacearum_NFM421__complete_genome_BAC,6843248,97,60.79333,14.17455,11.53116,1.68504,55.57959
1_CP006664_1_Edwardsiella_anguillarum_ET080813_chromosome__complete_genome_BAC,4200387,59,58.71495,14.04631,7.01380,1.66980,55.07677
1_CP015243_1_Halotalea_alkalilenta_strain_IHB_B_13600_chromosome__complete_genome_BAC,4387428,61,64.33146,13.90336,7.25155,1.65280,54.51621
1_CP015750_1_Pectobacterium_wasabiae_CFBP_3304__complete_genome_BAC,5043228,70,50.54124,13.87999,8.32146,1.65002,54.42461
1_AP007255_1_Magnetospirillum_magneticum_AMB_1_DNA__complete_genome_BAC,4967148,67,65.10958,13.48862,7.96482,1.60350,52.89000
1_CP042804_1_Pseudomonas_amygdali_pv__tabaci_str__ATCC_11528_chromosome__complete_genome_BAC,6133558,82,58.04524,13.36907,9.74799,1.58929,52.42124
1_FO681494_1_Xanthomonas_fuscans_subsp__fuscans_str__4834_R__chromosome__complete_genome_BAC,4981995,66,64.82736,13.24769,7.84594,1.57486,51.94530
1_CP010311_1_Geoalkalibacter_subterraneus_strain_Red1__complete_genome_BAC,3475523,46,57.04150,13.23543,5.46839,1.57340,51.89722
1_CP009747_1_Pseudomonas_parafulva_strain_CRS01_1__complete_genome_BAC,5087619,67,63.47312,13.16922,7.96482,1.56553,51.63761
1_CP001836_1_Dickeya_zeae_Ech586_chromosome__complete_genome_BAC,4818394,62,53.63315,12.86737,7.37043,1.52964,50.45402
1_CP018845_1_Herbaspirillum_robiniae_strain_AA6_chromosome__complete_genome_BAC,5445269,70,65.10945,12.85519,8.32146,1.52820,50.40628
1_CP016843_1_Carnobacterium_divergens_strain_TMW_2_1579_chromosome__complete_genome_BAC,2666320,34,35.02350,12.75166,4.04185,1.51589,50.00031
1_CP000304_1_Pseudomonas_stutzeri_A1501__complete_genome_BAC,4567418,58,63.89301,12.69864,6.89492,1.50959,49.79240
1_CP008714_1_Xanthomonas_translucens_pv__undulosa_strain_Xtu_4699__complete_genome_BAC,4561137,57,68.07833,12.49688,6.77604,1.48560,49.00129
1_CP002727_1_Pseudomonas_fulva_12_X__complete_genome_BAC,4920769,61,63.52379,12.39643,7.25155,1.47366,48.60745
1_CP009460_1_Dickeya_fangzhongdai_strain_ND14b_chromosome__complete_genome_BAC,5052868,62,56.85926,12.27025,7.37043,1.45866,48.11269
1_AP012334_1_Scardovia_inopinata_JCM_12537_DNA__complete_genome_BAC,1797862,22,48.62278,12.23677,2.61531,1.45468,47.98139
1_CP003380_1_Methylophaga_frappieri_strain_JAM7__complete_genome_BAC,2697465,33,47.78910,12.23373,3.92297,1.45432,47.96947
1_CR555306_1_Azoarcus_aromaticum_EbN1_complete_genome_BAC,4296230,52,65.13737,12.10364,6.18165,1.43885,47.45936
1_CP017638_1_Dickeya_dianthicola_RNS04_9__complete_genome_BAC,4720132,56,55.95415,11.86408,6.65716,1.41038,46.52004
1_AP011548_1_Lactobacillus_rhamnosus_ATCC_53103_DNA__complete_genome_BAC,3005051,35,46.68492,11.64706,4.16073,1.38458,45.66909
1_AM181176_4_Pseudomonas_fluorescens_SBW25_complete_genome_BAC,6722539,78,60.50635,11.60276,9.27248,1.37931,45.49537
1_CP016766_1_Lactobacillus_agilis_strain_La3__complete_genome_BAC,2187209,25,41.56786,11.43009,2.97195,1.35879,44.81832
1_CP014137_1_Brenneria_goodwinii_strain_FRB141__complete_genome_BAC,5360730,61,53.06858,11.37905,7.25155,1.35272,44.61819
1_CP014806_1_Rummeliibacillus_stabekisii_strain_PP9_chromosome__complete_genome_BAC,3412092,38,37.64576,11.13687,4.51736,1.32393,43.66859
1_CP000555_1_Methylibium_petroleiphilum_PM1__complete_genome_BAC,4044195,45,69.23099,11.12705,5.34951,1.32276,43.63007
1_CP016442_1_Burkholderia_stabilis_strain_ATCC_BAA_67_chromosome_1__complete_sequence_BAC,3886092,43,66.37130,11.06511,5.11175,1.31540,43.38720
1_CP002512_1_Aerococcus_urinae_ACS_120_V_Col10a__complete_genome_BAC,2080974,23,41.87624,11.05254,2.73419,1.31390,43.33792
1_CP012076_1_Bordetella_hinzii_strain_F582__complete_genome_BAC,4912977,54,67.08097,10.99129,6.41941,1.30662,43.09777
1_CR522870_1_Desulfotalea_psychrophila_LSv54_chromosome_BAC,3523383,38,46.80092,10.78510,4.51736,1.28211,42.28927
1_CP012621_1_Zobellella_denitrificans_strain_F13_1_chromosome__complete_genome_BAC,4174222,44,63.84139,10.54089,5.23063,1.25308,41.33171
1_FN666575_1_Erwinia_amylovora_ATCC_49946_chromosomal_sequence_BAC,3805874,40,53.59116,10.51008,4.75512,1.24941,41.21090
1_CP002431_1_Desulfovibrio_aespoeensis_Aspo_2__complete_genome_BAC,3629109,38,62.56466,10.47089,4.51736,1.24476,41.05722
1_CP011256_1_Xanthomonas_arboricola_strain_17__complete_genome_BAC,5254865,55,65.39373,10.46650,6.53829,1.24423,41.04002
1_CP003056_1_Bacillus_coagulans_36D1__complete_genome_BAC,3552226,37,46.47601,10.41599,4.39848,1.23823,40.84197
1_CP023392_1_Lactococcus_raffinolactis_strain_WiKim0068_chromosome__complete_genome_BAC,2217417,23,39.90239,10.37241,2.73419,1.23305,40.67110
1_CP015583_1_Roseomonas_gilardii_strain_U14_5_chromosome_1__complete_sequence_BAC,4328147,44,70.71567,10.16601,5.23063,1.20851,39.86175
1_AP012292_1_Selenomonas_ruminantium_subsp__lactilytica_TAM6421_DNA__complete_genome_BAC,3003680,30,50.67099,9.98775,3.56634,1.18732,39.16279
1_CP021646_1_Pseudoalteromonas_piscicida_strain_DE2_B_chromosome_1__complete_sequence_BAC,4128210,41,43.59327,9.93167,4.87400,1.18066,38.94288
1_CP018786_1_Chryseobacterium_indologenes_strain_AA5_chromosome__complete_genome_BAC,5314748,52,35.87281,9.78409,6.18165,1.16311,38.36423
1_CP000884_1_Delftia_acidovorans_SPH_1__complete_genome_BAC,6767514,65,66.48953,9.60471,7.72707,1.14179,37.66088
1_CP015579_1_Tatumella_citrea_strain_DSM_13699_chromosome__complete_genome_BAC,4487466,42,49.71317,9.35939,4.99287,1.11263,36.69896
1_CP017707_1_Chromobacterium_vaccinii_strain_21_1_chromosome__complete_genome_BAC,5041230,47,64.28414,9.32312,5.58726,1.10831,36.55673
1_CP016534_2_Planococcus_antarcticus_DSM_14505__complete_genome_BAC,3765545,35,43.22656,9.29482,4.16073,1.10495,36.44574
1_CP016878_1_Xanthomonas_hortorum_strain_B07_007_chromosome__complete_genome_BAC,5175249,48,63.69196,9.27491,5.70614,1.10258,36.36771
1_CP011975_1_Yersinia_aleksiciae_strain_159__complete_genome_BAC,4000307,37,49.02835,9.24928,4.39848,1.09954,36.26721
1_CP015108_1_Sporosarcina_ureae_strain_S204__complete_genome_BAC,3362333,31,41.50514,9.21980,3.68522,1.09603,36.15159
1_CP001616_1_Tolumonas_auensis_DSM_9187__complete_genome_BAC,3471292,32,49.01305,9.21847,3.80409,1.09587,36.14641
1_AP012551_1_Plautia_stali_symbiont_DNA__complete_genome_BAC,4035456,37,56.95228,9.16872,4.39848,1.08996,35.95131
1_AP008232_1_Sodalis_glossinidius_str__morsitans_DNA__complete_genome_BAC,4171146,38,54.69362,9.11020,4.51736,1.08300,35.72184
1_CP020026_1_Rhodocyclaceae_bacterium_strain_Thauera_like_chromosome__complete_genome_BAC,3192379,29,63.78680,9.08413,3.44746,1.07990,35.61963
1_CP015378_1_Fictibacillus_phosphorivorans_strain_G25_29_chromosome__complete_genome_BAC,4230665,38,39.33394,8.98205,4.51736,1.06777,35.21936
1_CP017687_1_Pseudomonas_lundensis_strain_AU1044_chromosome__complete_genome_BAC,4814265,43,58.68468,8.93180,5.11175,1.06179,35.02232
1_CP000724_1_Alkaliphilus_metalliredigens_QYMF__complete_genome_BAC,4929566,44,36.81633,8.92573,5.23063,1.06107,34.99852
1_CP021435_1_Halomonas_beimenensis_strain_NTU_111_chromosome__complete_genome_BAC,4053030,36,68.42292,8.88224,4.27961,1.05590,34.82801
1_CP001655_1_Dickeya_chrysanthemi_Ech1591_chromosome__complete_genome_BAC,4813854,42,54.51220,8.72483,4.99287,1.03719,34.21076
1_CP000230_1_Rhodospirillum_rubrum_ATCC_11170__complete_genome_BAC,4352825,37,65.46894,8.50024,4.39848,1.01049,33.33013
1_CP013366_1_Burkholderia_territorii_strain_RF8_non_BP5_chromosome_1__complete_sequence_BAC,3421021,29,66.69130,8.47700,3.44746,1.00773,33.23904
1_CP011104_1_Photorhabdus_temperata_subsp__thracensis_strain_DSM_15199__complete_genome_BAC,5147098,43,44.10091,8.35422,5.11175,0.99313,32.75759
1_CP009454_1_Pantoea_rwandensis_strain_ND04__complete_genome_BAC,4327607,35,53.91774,8.08760,4.16073,0.96144,31.71217
1_CP011008_1_Bacillus_simplex_strain_SH_B26__complete_genome_BAC,5345500,43,39.86483,8.04415,5.11175,0.95627,31.54178
1_AP018052_1_Thiohalobacter_thiocyanaticus_DNA__complete_genome__strain__FOKN1_BAC,3233441,26,64.26694,8.04097,3.09083,0.95589,31.52932
1_CP023299_1_Pseudomonas_mosselii_strain_BS011_chromosome__complete_genome_BAC,5751088,45,64.35753,7.82460,5.34951,0.93017,30.68092
1_CP022423_1_Vitreoscilla_filiformis_strain_ATCC_15551_chromosome__complete_genome_BAC,3464895,27,63.49682,7.79243,3.20970,0.92635,30.55478
1_CP002206_1_Pantoea_vagans_C9_1__complete_genome_BAC,4024986,31,55.54114,7.70188,3.68522,0.91558,30.19972
1_CP016539_2_Planococcus_plakortidis_strain_DSM_23997__complete_genome_BAC,3261818,25,49.96268,7.66443,2.97195,0.91113,30.05288
1_CP007044_2_Chania_multitudinisentens_RB_25__complete_genome_BAC,5488183,42,50.86989,7.65281,4.99287,0.90975,30.00730
1_CP025704_1_Bacteriovorax_stolpii_strain_DSM_12778_chromosome__complete_genome_BAC,3810309,29,40.87269,7.61093,3.44746,0.90477,29.84309
1_AP012320_1_Rubrivivax_gelatinosus_IL144_DNA__complete_genome_BAC,5043253,38,71.27454,7.53482,4.51736,0.89572,29.54467
1_CP007155_1_Kutzneria_albida_DSM_43870__complete_genome_BAC,9874926,74,70.62154,7.49372,8.79697,0.89084,29.38351
CP014503.1_Sugiyamaella_lignohabitans_strain_CBS_10342_chromosome_B__complete_sequence,4956242,37,43.95546,7.46534,4.39848,0.88746,29.27220
1_AE003849_1_Xylella_fastidiosa_9a5c__complete_genome_BAC,2679306,20,52.66793,7.46461,2.37756,0.88738,29.26935
1_CP006938_2_Pandoraea_pnomenusa_strain_RB_44_chromosome__complete_genome_BAC,5385946,40,64.90229,7.42673,4.75512,0.88287,29.12083
1_CP014342_1_Geobacillus_subterraneus_strain_KCTC_3922__complete_genome_BAC,3474426,25,52.18324,7.19542,2.97195,0.85538,28.21386
1_CP019401_1_Planococcus_faecalis_strain_AJ003_chromosome__complete_genome_BAC,3495892,25,40.90131,7.15125,2.97195,0.85013,28.04066
1_CP014782_1_Shewanella_psychrophila_strain_WP2__complete_genome_BAC,6353406,45,44.29480,7.08281,5.34951,0.84199,27.77229
1_AE016853_1_Pseudomonas_syringae_pv__tomato_str__DC3000__complete_genome_BAC,6397126,45,58.39594,7.03440,5.34951,0.83624,27.58248
1_CP000512_1_Acidovorax_citrulli_AAC00_1__complete_genome_BAC,5352772,37,68.55272,6.91231,4.39848,0.82172,27.10374
1_CP003093_2_Pseudoxanthomonas_spadix_BD_a59__complete_genome_BAC,3452554,23,67.67732,6.66174,2.73419,0.79193,26.12125
1_CP013661_2_Planococcus_kocurii_strain_ATCC_43650__complete_genome_BAC,3472056,23,40.90789,6.62431,2.73419,0.78748,25.97447
1_CP001135_1_Edwardsiella_tarda_EIB202__complete_genome_BAC,3760463,24,59.73306,6.38220,2.85307,0.75870,25.02513
1_BA000028_3_Oceanobacillus_iheyensis_HTE831_DNA__complete_genome_BAC,3630528,23,35.67107,6.33516,2.73419,0.75311,24.84070
1_CP000270_1_Paraburkholderia_xenovorans_LB400_chromosome_1__complete_sequence_BAC,4895836,31,62.76358,6.33191,3.68522,0.75272,24.82793
1_CP020000_1_Acinetobacter_calcoaceticus_strain_CA16__complete_genome_BAC,4110074,26,38.71687,6.32593,3.09083,0.75201,24.80448
