species,chr_length,read_count,gc_ref,reads_per_million_ref_bases,reads_per_million_reads_in_experiment,RPMM,bacteria_per_human_cell
1_CP004856_1_Enterococcus_casseliflavus_EC20__complete_genome_BAC,3427276,128,42.83230,37.34740,15.42152,4.49964,147.28174
1_CP008747_1_Staphylococcus_hyicus_strain_ATCC_11249__complete_genome_BAC,2472129,92,35.57297,37.21487,11.08422,4.48367,146.75910
1_CP000680_1_Pseudomonas_mendocina_ymp__complete_genome_BAC,5072807,188,64.69438,37.06033,22.65036,4.46506,146.14964
1_CP010026_1_Paraburkholderia_fungorum_strain_ATCC_BAA_463_chromosome_1__complete_sequence_BAC,4463161,165,62.07680,36.96932,19.87930,4.45409,145.79076
1_CP000413_1_Lactobacillus_gasseri_ATCC_33323__complete_genome_BAC,1894360,70,35.25417,36.95179,8.43364,4.45198,145.72163
1_CP014784_1_Pseudomonas_alcaligenes_strain_NEB_585__complete_genome_BAC,4406305,161,65.51708,36.53859,19.39738,4.40219,144.09215
1_CP014007_1_Kosakonia_oryzae_strain_Ola_51__complete_genome_BAC,5303342,193,54.00692,36.39216,23.25276,4.38455,143.51469
1_CP000964_1_Klebsiella_variicola_strain_342__complete_genome_BAC,5641239,204,57.28307,36.16226,24.57805,4.35685,142.60807
1_BX950851_1_Erwinia_carotovora_subsp__atroseptica_SCRI1043__complete_genome_BAC,5064019,179,50.95596,35.34741,21.56603,4.25868,139.39466
1_CP003218_1_Klebsiella_michiganensis_strain_KCTC_1686__complete_genome_BAC,5974109,208,56.04450,34.81690,25.05997,4.19476,137.30256
1_CP000851_1_Shewanella_pealeana_ATCC_700345__complete_genome_BAC,5174581,174,44.65189,33.62592,20.96363,4.05127,132.60584
1_CP012266_1_Cronobacter_dublinensis_subsp__dublinensis_LMG_23823__complete_genome_BAC,4431067,144,57.84142,32.49779,17.34921,3.91536,128.15702
1_CP015206_1_Pediococcus_acidilactici_strain_ZPA017__complete_genome_BAC,2131361,69,42.09491,32.37370,8.31316,3.90040,127.66763
1_CP003737_1_Enterobacter_kobei_strain_ENHKU01__complete_genome_BAC,4726582,151,55.05945,31.94699,18.19257,3.84899,125.98488
1_CP000514_1_Marinobacter_hydrocarbonoclasticus_VT8_chromosome__complete_genome_BAC,4326849,137,57.26956,31.66276,16.50585,3.81475,124.86400
1_CP014136_1_Gibbsiella_quercinecans_strain_FRB97__complete_genome_BAC,5548506,175,55.93843,31.54000,21.08411,3.79996,124.37989
1_CP002886_1_Enterobacter_ludwigii_strain_EcWSU1__complete_genome_BAC,4734438,148,54.60604,31.26030,17.83113,3.76626,123.27687
1_CP012268_1_Cronobacter_muytjensii_ATCC_51329__complete_genome_BAC,4364114,136,57.68848,31.16328,16.38536,3.75457,122.89430
1_CP018199_1_Staphylococcus_succinus_strain_14BME20_chromosome__complete_genome_BAC,2745675,85,33.07780,30.95772,10.24085,3.72981,122.08365
CP012823.1_Saccharomycopsis_fibuligera_strain_KPH12_chromosome_1__complete_sequence,4889271,151,38.62744,30.88396,18.19257,3.72092,121.79275
1_CP015114_1_Staphylococcus_condimenti_strain_DSM_11674__complete_genome_BAC,2659676,82,34.70077,30.83078,9.87941,3.71452,121.58303
1_CP009455_1_Pseudomonas_cremoricolorata_strain_ND07__complete_genome_BAC,4780403,145,63.25064,30.33219,17.46969,3.65444,119.61683
1_CP019706_1_Pantoea_alhagi_strain_LTYR_11Z__complete_genome_BAC,4239970,128,53.55671,30.18889,15.42152,3.63718,119.05173
1_CP012605_1_Ralstonia_insidiosa_strain_FC1138_chromosome_1__complete_sequence_BAC,3968071,118,63.61740,29.73738,14.21671,3.58278,117.27115
1_CP001790_1_Pectobacterium_parmentieri_WPP163_chromosome__complete_genome_BAC,5063892,149,50.46486,29.42402,17.95161,3.54502,116.03540
1_FP236842_1_Erwinia_pyrifoliae_strain_Ep1_96_complete_chromosome_BAC,4026322,118,53.41369,29.30716,14.21671,3.53094,115.57455
1_CP018016_1_Kosakonia_radicincitans_DSM_16656__complete_genome_BAC,5817639,168,53.97338,28.87769,20.24074,3.47920,113.88091
AE016814.2_Ashbya_gossypii_ATCC_10895_chromosome_I__complete_sequence,693414,20,51.89512,28.84296,2.40961,3.47500,113.74398
AP012217.1_Kluyveromyces_marxianus_DMKU3_1042_DNA__complete_genome__chromosome_5,1353011,39,39.98452,28.82462,4.69874,3.47281,113.67164
1_CP008696_1_Pseudomonas_chlororaphis_strain_PA23__complete_genome_BAC,7122173,205,62.64786,28.78336,24.69853,3.46784,113.50893
1_CP025225_1_Enterobacter_cancerogenus_strain_CR_Eb1_chromosome__complete_genome_BAC,4796512,138,55.77843,28.77092,16.62633,3.46634,113.45986
1_CP001392_1_Acidovorax_ebreus_TPSY__complete_genome_BAC,3796573,109,66.84608,28.71013,13.13239,3.45901,113.22012
1_AE017198_1_Lactobacillus_johnsonii_NCC_533__complete_genome_BAC,1992676,57,34.60343,28.60469,6.86740,3.44632,112.80434
1_CP026047_1_Raoultella_planticola_strain_FDAARGOS_64_chromosome__complete_genome_BAC,5489763,157,55.79089,28.59870,18.91546,3.44559,112.78070
1_CP013987_1_Pseudomonas_oryzihabitans_strain_USDA_ARS_USMARC_56511__complete_genome_BAC,4834356,138,65.13462,28.54566,16.62633,3.43920,112.57154
1_CP001685_1_Leptotrichia_buccalis_DSM_1135__complete_genome_BAC,2465610,70,29.63859,28.39054,8.43364,3.42051,111.95981
1_CP013990_1_Leclercia_adecarboxylata_strain_USDA_ARS_USMARC_60222__complete_genome_BAC,4803917,135,55.77382,28.10205,16.26488,3.38576,110.82213
1_CP016278_1_Diaphorobacter_polyhydroxybutyrativorans_strain_SL_205_chromosome__complete_genome_BAC,4061276,112,66.66696,27.57751,13.49383,3.32256,108.75359
1_CP007546_1_Enterobacter_asburiae_L1__complete_genome_BAC,4561905,123,56.05667,26.96239,14.81912,3.24845,106.32782
CP019500.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_11__complete_sequence,1115933,30,42.38471,26.88341,3.61442,3.23892,106.01634
1_CP001654_1_Dickeya_paradisiaca_Ech703_chromosome__complete_genome_BAC,4679450,125,55.01066,26.71254,15.06008,3.21834,105.34252
1_CP021455_1_Comamonas_serinivorans_strain_DSM_26136__complete_genome_BAC,4522913,120,67.94320,26.53159,14.45767,3.19654,104.62894
1_CP017460_1_Staphylococcus_nepalensis_strain_JS1_chromosome__complete_genome_BAC,2913597,77,33.12577,26.42779,9.27701,3.18404,104.21958
1_CP007511_1_Pseudomonas_balearica_DSM_6083__complete_genome_BAC,4383480,113,64.67083,25.77861,13.61431,3.10582,101.65949
1_CP019041_1_Acinetobacter_junii_strain_65__complete_genome_BAC,3378307,87,38.62685,25.75252,10.48181,3.10268,101.55663
1_AM295250_1_Staphylococcus_carnosus_subsp__carnosus_TM300_complete_genome_BAC,2566424,66,34.62726,25.71676,7.95172,3.09837,101.41559
CP019502.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_13__complete_sequence,1077716,27,42.20852,25.05289,3.25298,3.01840,98.79759
CP019503.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_14__complete_sequence,1007293,25,42.50819,24.81907,3.01202,2.99021,97.87550
CP019497.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_8__complete_sequence,1249162,31,42.72969,24.81668,3.73490,2.98993,97.86607
1_CP012264_1_Cronobacter_condimenti_1330_strain_LMG_26250__complete_genome_BAC,4347991,106,55.83584,24.37908,12.77095,2.93721,96.14038
1_CP001312_1_Rhodobacter_capsulatus_SB_1003__complete_genome_BAC,3738958,88,66.58284,23.53596,10.60229,2.83563,92.81547
1_AE015451_2_Pseudomonas_putida_KT2440_complete_genome_BAC,6181873,144,61.52718,23.29392,17.34921,2.80647,91.86099
1_CP004142_1_Raoultella_ornithinolytica_B6__complete_genome_BAC,5398151,123,55.87832,22.78558,14.81912,2.74522,89.85633
1_CP017948_1_Tenericutes_bacterium_MO_XQ_chromosome__complete_genome_BAC,2067902,47,31.56184,22.72837,5.66259,2.73833,89.63071
1_CP024610_1_Lactobacillus_terrae_strain_NIBRBAC000499792_chromosome__complete_genome_BAC,1548794,35,33.07489,22.59829,4.21682,2.72265,89.11771
1_CP017184_1_Enterobacter_roggenkampii_strain_DSM_16690_chromosome__complete_genome_BAC,4748414,106,56.20441,22.32326,12.77095,2.68952,88.03313
1_CP000422_1_Pediococcus_pentosaceus_ATCC_25745__complete_genome_BAC,1832387,40,37.34894,21.82941,4.81922,2.63003,86.08562
1_CP006721_1_Clostridium_saccharobutylicum_DSM_13864__complete_genome_BAC,5107814,108,28.65821,21.14409,13.01191,2.54745,83.38300
1_CP003360_1_Desulfomonile_tiedjei_DSM_6799__complete_genome_BAC,6500104,135,50.06571,20.76891,16.26488,2.50225,81.90346
1_CP006978_1_Pseudomonas_monteilii_SB3078__complete_genome_BAC,6000087,122,62.46724,20.33303,14.69864,2.44974,80.18453
1_CP023536_1_Providencia_alcalifaciens_strain_FDAARGOS_408_chromosome__complete_genome_BAC,3990106,81,41.98196,20.30019,9.75893,2.44578,80.05504
1_CP019044_1_Nitratireductor_basaltis_strain_RR3_28_chromosome__complete_genome_BAC,3357577,68,58.58899,20.25268,8.19268,2.44006,79.86768
1_CP001600_2_Edwardsiella_ictaluri_93_146__complete_genome_BAC,3812301,77,57.43201,20.19778,9.27701,2.43344,79.65117
1_CP016028_1_Lactobacillus_curvatus_strain_FBA2__complete_genome_BAC,1848756,37,42.08083,20.01341,4.45778,2.41123,78.92411
1_CP014671_1_Immundisolibacter_cernigliae_strain_TR3_2__complete_genome_BAC,3243537,63,67.81652,19.42322,7.59028,2.34012,76.59665
1_CP016043_1_Edwardsiella_hoshinae_strain_ATCC_35051_chromosome__complete_genome_BAC,3811650,74,56.88679,19.41416,8.91557,2.33903,76.56093
CP021242.1_Kluyveromyces_lactis_strain_GG799_chromosome_D__complete_sequence,1700866,32,38.90659,18.81390,3.85538,2.26672,74.19376
1_CP022096_2_Staphylococcus_pettenkoferi_strain_FDAARGOS_288_chromosome__complete_genome_BAC,2502360,47,38.91002,18.78227,5.66259,2.26290,74.06902
CP019493.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_4_sequence,1516135,28,42.72654,18.46795,3.37346,2.22504,72.82948
1_CP009451_1_Cedecea_neteri_strain_SSMD04__complete_genome_BAC,4876443,90,55.09629,18.45609,10.84326,2.22360,72.78270
NC_015676.1_Methanosalsum_zhilinae_DSM_4017__complete_sequence,2138444,39,39.14382,18.23759,4.69874,2.19727,71.92105
1_CP002295_1_Serratia_symbiotica_str__Cinara_cedri__complete_genome_BAC,1762765,32,29.22135,18.15335,3.85538,2.18712,71.58884
1_CP015774_2_Lelliottia_amnigena_strain_ZB04__complete_genome_BAC,4616122,83,54.26423,17.98047,9.99989,2.16630,70.90707
1_CP000076_1_Pseudomonas_protegens_Pf_5__complete_genome_BAC,7074893,127,63.31576,17.95081,15.30104,2.16272,70.79010
1_FP236843_1_Erwinia_billingiae_strain_Eb661_complete_chromosome_BAC,5100167,91,55.19009,17.84254,10.96374,2.14968,70.36315
1_FP565176_1_Xanthomonas_albilineans_GPE_PC73_complete_genome_BAC,3768695,67,62.98558,17.77801,8.07220,2.14191,70.10867
1_CP009706_1_Hafnia_alvei_FB1__complete_genome_BAC,4712721,83,48.97873,17.61191,9.99989,2.12189,69.45363
1_AP014808_1_Lactobacillus_acetotolerans_DNA__complete_genome__strain__NBRC_13120_BAC,1704859,30,36.71391,17.59675,3.61442,2.12007,69.39386
1_FN995097_1_Neisseria_lactamica_020_06_complete_genome_BAC,2220606,39,52.26733,17.56274,4.69874,2.11597,69.25973
1_CP007445_1_Gilliamella_apicola_strain_wkB1__complete_genome_BAC,3139412,54,33.60742,17.20068,6.50595,2.07235,67.83194
1_CP018420_1_Pseudomonas_veronii_strain_R02_chromosome__complete_genome_BAC,6852809,117,61.06460,17.07329,14.09623,2.05700,67.32955
1_CP003026_1_Enterobacter_soli_strain_LF7a__complete_genome_BAC,4812833,82,53.84469,17.03779,9.87941,2.05272,67.18957
1_CP002038_1_Dickeya_dadantii_3937__complete_genome_BAC,4922802,83,56.29175,16.86032,9.99989,2.03134,66.48971
1_CP014031_2_Hafnia_paralvei_strain_FDAARGOS_158_chromosome__complete_genome_BAC,4513714,75,48.19253,16.61604,9.03605,2.00191,65.52637
1_CP017581_1_Pantoea_stewartii_subsp__stewartii_DC283__complete_genome_BAC,4528215,75,54.18789,16.56280,9.03605,1.99550,65.31640
1_CP009781_1_Yersinia_aldovae_670_83__complete_genome_BAC,4471090,74,47.67993,16.55077,8.91557,1.99405,65.26898
1_CP013988_1_Aerococcus_urinaeequi_strain_USDA_ARS_USMARC_56713__complete_genome_BAC,2054328,34,39.42353,16.55041,4.09634,1.99401,65.26754
CP019490.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_1__complete_sequence,2110500,34,42.29931,16.10993,4.09634,1.94094,63.53047
1_CT573326_1_Pseudomonas_entomophila_str__L48_chromosome_complete_sequence_BAC,5888780,93,64.17037,15.79274,11.20470,1.90272,62.27964
1_CP008849_1_Alteromonas_australica_strain_H_17__complete_genome_BAC,4308833,67,44.92627,15.54946,8.07220,1.87341,61.32025
1_HE613569_1_Streptococcus_macedonicus_ACA_DC_198_main_chromosome_complete_genome_BAC,2130034,33,37.62431,15.49274,3.97586,1.86657,61.09656
NZ_CP031311.1_Halobellus_limi_strain_CGMCC_1.10331_chromosome__complete_genome,2958395,45,66.89573,15.21092,5.42163,1.83263,59.98520
1_CR767821_1_Ehrlichia_ruminantium_strain_Welgevonden__complete_genome_BAC,1516355,23,27.47506,15.16790,2.77105,1.82744,59.81554
1_CP017420_1_Delftia_tsuruhatensis_strain_CM13__complete_genome_BAC,7195716,108,66.34824,15.00892,13.01191,1.80829,59.18859
1_CP014699_1_Streptococcus_pantholopis_strain_TA_26__complete_genome_BAC,2241302,33,41.96501,14.72360,3.97586,1.77391,58.06340
1_CP009533_1_Pseudomonas_rhizosphaerae_strain_DSM_16299__complete_genome_BAC,4688635,69,62.00023,14.71645,8.31316,1.77305,58.03522
1_CP002449_1_Alicycliphilus_denitrificans_BC__complete_genome_BAC,4637013,68,68.29717,14.66462,8.19268,1.76680,57.83083
1_CP002175_1_Halanaerobium_praevalens_DSM_2228__complete_genome_BAC,2309262,33,30.28047,14.29029,3.97586,1.72170,56.35463
1_CP012647_1_Cutibacterium_acnes_strain_KCOM_1861____ChDC_B594__chromosome__complete_genome_BAC,2522438,36,59.98512,14.27190,4.33730,1.71949,56.28208
1_CP000352_1_Cupriavidus_metallidurans_CH34__complete_genome_BAC,3928089,56,63.83132,14.25629,6.74691,1.71761,56.22055
1_CP012502_1_Bacillus_beveridgei_strain_MLTeJB__complete_genome_BAC,3582268,51,46.06455,14.23678,6.14451,1.71526,56.14361
1_CP018796_1_Lactobacillus_parabuchneri_strain_FAM21731__complete_genome_BAC,2600578,37,43.56997,14.22760,4.45778,1.71415,56.10738
CP014502.1_Sugiyamaella_lignohabitans_strain_CBS_10342_chromosome_D__complete_sequence,2277569,32,45.93112,14.05006,3.85538,1.69276,55.40727
1_CP003697_1_Corynebacterium_halotolerans_YIM_70093___DSM_44683__complete_genome_BAC,3135752,44,68.46113,14.03173,5.30115,1.69055,55.33498
1_CP002585_1_Pseudomonas_brassicacearum_subsp__brassicacearum_NFM421__complete_genome_BAC,6843248,96,60.79333,14.02842,11.56614,1.69015,55.32193
1_CP015750_1_Pectobacterium_wasabiae_CFBP_3304__complete_genome_BAC,5043228,70,50.54124,13.87999,8.43364,1.67227,54.73659
1_CP006664_1_Edwardsiella_anguillarum_ET080813_chromosome__complete_genome_BAC,4200387,58,58.71495,13.80824,6.98788,1.66363,54.45364
1_CP015243_1_Halotalea_alkalilenta_strain_IHB_B_13600_chromosome__complete_genome_BAC,4387428,60,64.33146,13.67543,7.22884,1.64763,53.92989
1_CP042804_1_Pseudomonas_amygdali_pv__tabaci_str__ATCC_11528_chromosome__complete_genome_BAC,6133558,82,58.04524,13.36907,9.87941,1.61071,52.72174
1_CP017476_1_Hydrogenophaga_crassostreae_strain_LPB0072_chromosome__complete_genome_BAC,4944132,66,61.30839,13.34916,7.95172,1.60832,52.64323
1_AP007255_1_Magnetospirillum_magneticum_AMB_1_DNA__complete_genome_BAC,4967148,66,65.10958,13.28730,7.95172,1.60086,52.39926
1_FO681494_1_Xanthomonas_fuscans_subsp__fuscans_str__4834_R__chromosome__complete_genome_BAC,4981995,66,64.82736,13.24769,7.95172,1.59609,52.24307
1_CP010311_1_Geoalkalibacter_subterraneus_strain_Red1__complete_genome_BAC,3475523,46,57.04150,13.23543,5.54211,1.59461,52.19472
1_CP009747_1_Pseudomonas_parafulva_strain_CRS01_1__complete_genome_BAC,5087619,67,63.47312,13.16922,8.07220,1.58664,51.93363
1_CP018845_1_Herbaspirillum_robiniae_strain_AA6_chromosome__complete_genome_BAC,5445269,70,65.10945,12.85519,8.43364,1.54880,50.69523
1_CP016843_1_Carnobacterium_divergens_strain_TMW_2_1579_chromosome__complete_genome_BAC,2666320,34,35.02350,12.75166,4.09634,1.53633,50.28693
1_CP000304_1_Pseudomonas_stutzeri_A1501__complete_genome_BAC,4567418,58,63.89301,12.69864,6.98788,1.52994,50.07784
1_CP001836_1_Dickeya_zeae_Ech586_chromosome__complete_genome_BAC,4818394,61,53.63315,12.65983,7.34932,1.52526,49.92481
1_CP008714_1_Xanthomonas_translucens_pv__undulosa_strain_Xtu_4699__complete_genome_BAC,4561137,57,68.07833,12.49688,6.86740,1.50563,49.28219
1_CP002727_1_Pseudomonas_fulva_12_X__complete_genome_BAC,4920769,61,63.52379,12.39643,7.34932,1.49353,48.88609
1_CP009460_1_Dickeya_fangzhongdai_strain_ND14b_chromosome__complete_genome_BAC,5052868,62,56.85926,12.27025,7.46980,1.47833,48.38849
1_AP012334_1_Scardovia_inopinata_JCM_12537_DNA__complete_genome_BAC,1797862,22,48.62278,12.23677,2.65057,1.47429,48.25644
1_CP003380_1_Methylophaga_frappieri_strain_JAM7__complete_genome_BAC,2697465,33,47.78910,12.23373,3.97586,1.47393,48.24446
1_CR555306_1_Azoarcus_aromaticum_EbN1_complete_genome_BAC,4296230,52,65.13737,12.10364,6.26499,1.45825,47.73142
1_CP017638_1_Dickeya_dianthicola_RNS04_9__complete_genome_BAC,4720132,55,55.95415,11.65222,6.62643,1.40387,45.95124
1_AP011548_1_Lactobacillus_rhamnosus_ATCC_53103_DNA__complete_genome_BAC,3005051,35,46.68492,11.64706,4.21682,1.40325,45.93089
1_AM181176_4_Pseudomonas_fluorescens_SBW25_complete_genome_BAC,6722539,77,60.50635,11.45400,9.27701,1.37999,45.16956
1_CP016766_1_Lactobacillus_agilis_strain_La3__complete_genome_BAC,2187209,25,41.56786,11.43009,3.01202,1.37711,45.07524
1_CP014137_1_Brenneria_goodwinii_strain_FRB141__complete_genome_BAC,5360730,60,53.06858,11.19251,7.22884,1.34848,44.13832
1_CP014806_1_Rummeliibacillus_stabekisii_strain_PP9_chromosome__complete_genome_BAC,3412092,38,37.64576,11.13687,4.57826,1.34178,43.91892
1_CP000555_1_Methylibium_petroleiphilum_PM1__complete_genome_BAC,4044195,45,69.23099,11.12705,5.42163,1.34060,43.88018
1_CP002512_1_Aerococcus_urinae_ACS_120_V_Col10a__complete_genome_BAC,2080974,23,41.87624,11.05254,2.77105,1.33161,43.58635
1_CP012076_1_Bordetella_hinzii_strain_F582__complete_genome_BAC,4912977,54,67.08097,10.99129,6.50595,1.32424,43.34483
1_CP016442_1_Burkholderia_stabilis_strain_ATCC_BAA_67_chromosome_1__complete_sequence_BAC,3886092,42,66.37130,10.80778,5.06019,1.30213,42.62113
1_CR522870_1_Desulfotalea_psychrophila_LSv54_chromosome_BAC,3523383,38,46.80092,10.78510,4.57826,1.29939,42.53169
1_CP012621_1_Zobellella_denitrificans_strain_F13_1_chromosome__complete_genome_BAC,4174222,44,63.84139,10.54089,5.30115,1.26997,41.56864
1_FN666575_1_Erwinia_amylovora_ATCC_49946_chromosomal_sequence_BAC,3805874,40,53.59116,10.51008,4.81922,1.26626,41.44714
1_CP002431_1_Desulfovibrio_aespoeensis_Aspo_2__complete_genome_BAC,3629109,38,62.56466,10.47089,4.57826,1.26154,41.29258
1_CP003056_1_Bacillus_coagulans_36D1__complete_genome_BAC,3552226,37,46.47601,10.41599,4.45778,1.25493,41.07610
1_CP023392_1_Lactococcus_raffinolactis_strain_WiKim0068_chromosome__complete_genome_BAC,2217417,23,39.90239,10.37241,2.77105,1.24968,40.90425
1_CP011256_1_Xanthomonas_arboricola_strain_17__complete_genome_BAC,5254865,54,65.39373,10.27620,6.50595,1.23808,40.52482
1_CP015583_1_Roseomonas_gilardii_strain_U14_5_chromosome_1__complete_sequence_BAC,4328147,44,70.71567,10.16601,5.30115,1.22481,40.09026
1_AP012292_1_Selenomonas_ruminantium_subsp__lactilytica_TAM6421_DNA__complete_genome_BAC,3003680,30,50.67099,9.98775,3.61442,1.20333,39.38729
1_CP021646_1_Pseudoalteromonas_piscicida_strain_DE2_B_chromosome_1__complete_sequence_BAC,4128210,41,43.59327,9.93167,4.93971,1.19657,39.16612
1_CP018786_1_Chryseobacterium_indologenes_strain_AA5_chromosome__complete_genome_BAC,5314748,52,35.87281,9.78409,6.26499,1.17879,38.58416
1_CP000884_1_Delftia_acidovorans_SPH_1__complete_genome_BAC,6767514,65,66.48953,9.60471,7.83124,1.15718,37.87677
1_CP015579_1_Tatumella_citrea_strain_DSM_13699_chromosome__complete_genome_BAC,4487466,42,49.71317,9.35939,5.06019,1.12763,36.90934
1_CP017707_1_Chromobacterium_vaccinii_strain_21_1_chromosome__complete_genome_BAC,5041230,47,64.28414,9.32312,5.66259,1.12326,36.76629
1_CP016534_2_Planococcus_antarcticus_DSM_14505__complete_genome_BAC,3765545,35,43.22656,9.29482,4.21682,1.11984,36.65467
1_CP016878_1_Xanthomonas_hortorum_strain_B07_007_chromosome__complete_genome_BAC,5175249,48,63.69196,9.27491,5.78307,1.11745,36.57619
1_CP011975_1_Yersinia_aleksiciae_strain_159__complete_genome_BAC,4000307,37,49.02835,9.24928,4.45778,1.11436,36.47511
1_CP015108_1_Sporosarcina_ureae_strain_S204__complete_genome_BAC,3362333,31,41.50514,9.21980,3.73490,1.11081,36.35883
1_CP001616_1_Tolumonas_auensis_DSM_9187__complete_genome_BAC,3471292,32,49.01305,9.21847,3.85538,1.11065,36.35361
1_AP008232_1_Sodalis_glossinidius_str__morsitans_DNA__complete_genome_BAC,4171146,38,54.69362,9.11020,4.57826,1.09760,35.92661
1_CP020026_1_Rhodocyclaceae_bacterium_strain_Thauera_like_chromosome__complete_genome_BAC,3192379,29,63.78680,9.08413,3.49394,1.09446,35.82382
1_CP017687_1_Pseudomonas_lundensis_strain_AU1044_chromosome__complete_genome_BAC,4814265,43,58.68468,8.93180,5.18067,1.07611,35.22309
1_AP012551_1_Plautia_stali_symbiont_DNA__complete_genome_BAC,4035456,36,56.95228,8.92092,4.33730,1.07480,35.18017
1_CP021435_1_Halomonas_beimenensis_strain_NTU_111_chromosome__complete_genome_BAC,4053030,36,68.42292,8.88224,4.33730,1.07014,35.02767
1_CP015378_1_Fictibacillus_phosphorivorans_strain_G25_29_chromosome__complete_genome_BAC,4230665,37,39.33394,8.74568,4.45778,1.05368,34.48912
1_CP001655_1_Dickeya_chrysanthemi_Ech1591_chromosome__complete_genome_BAC,4813854,42,54.51220,8.72483,5.06019,1.05117,34.40688
1_CP000724_1_Alkaliphilus_metalliredigens_QYMF__complete_genome_BAC,4929566,43,36.81633,8.72287,5.18067,1.05094,34.39917
1_CP013366_1_Burkholderia_territorii_strain_RF8_non_BP5_chromosome_1__complete_sequence_BAC,3421021,29,66.69130,8.47700,3.49394,1.02131,33.42958
1_CP011104_1_Photorhabdus_temperata_subsp__thracensis_strain_DSM_15199__complete_genome_BAC,5147098,43,44.10091,8.35422,5.18067,1.00652,32.94537
1_CP000230_1_Rhodospirillum_rubrum_ATCC_11170__complete_genome_BAC,4352825,36,65.46894,8.27050,4.33730,0.99643,32.61522
1_CP009454_1_Pantoea_rwandensis_strain_ND04__complete_genome_BAC,4327607,35,53.91774,8.08760,4.21682,0.97440,31.89396
1_CP011008_1_Bacillus_simplex_strain_SH_B26__complete_genome_BAC,5345500,43,39.86483,8.04415,5.18067,0.96916,31.72259
1_AP018052_1_Thiohalobacter_thiocyanaticus_DNA__complete_genome__strain__FOKN1_BAC,3233441,26,64.26694,8.04097,3.13250,0.96878,31.71006
1_CP023299_1_Pseudomonas_mosselii_strain_BS011_chromosome__complete_genome_BAC,5751088,45,64.35753,7.82460,5.42163,0.94271,30.85680
1_CP022423_1_Vitreoscilla_filiformis_strain_ATCC_15551_chromosome__complete_genome_BAC,3464895,27,63.49682,7.79243,3.25298,0.93884,30.72993
1_CP002206_1_Pantoea_vagans_C9_1__complete_genome_BAC,4024986,31,55.54114,7.70188,3.73490,0.92793,30.37284
1_CP016539_2_Planococcus_plakortidis_strain_DSM_23997__complete_genome_BAC,3261818,25,49.96268,7.66443,3.01202,0.92342,30.22515
1_CP025704_1_Bacteriovorax_stolpii_strain_DSM_12778_chromosome__complete_genome_BAC,3810309,29,40.87269,7.61093,3.49394,0.91697,30.01416
1_AP012320_1_Rubrivivax_gelatinosus_IL144_DNA__complete_genome_BAC,5043253,38,71.27454,7.53482,4.57826,0.90780,29.71403
1_CP007155_1_Kutzneria_albida_DSM_43870__complete_genome_BAC,9874926,74,70.62154,7.49372,8.91557,0.90285,29.55195
1_CP007044_2_Chania_multitudinisentens_RB_25__complete_genome_BAC,5488183,41,50.86989,7.47060,4.93971,0.90006,29.46076
CP014503.1_Sugiyamaella_lignohabitans_strain_CBS_10342_chromosome_B__complete_sequence,4956242,37,43.95546,7.46534,4.45778,0.89943,29.44001
1_AE003849_1_Xylella_fastidiosa_9a5c__complete_genome_BAC,2679306,20,52.66793,7.46461,2.40961,0.89934,29.43714
1_CP006938_2_Pandoraea_pnomenusa_strain_RB_44_chromosome__complete_genome_BAC,5385946,40,64.90229,7.42673,4.81922,0.89478,29.28776
1_CP014342_1_Geobacillus_subterraneus_strain_KCTC_3922__complete_genome_BAC,3474426,25,52.18324,7.19542,3.01202,0.86691,28.37559
1_CP019401_1_Planococcus_faecalis_strain_AJ003_chromosome__complete_genome_BAC,3495892,25,40.90131,7.15125,3.01202,0.86159,28.20141
1_CP014782_1_Shewanella_psychrophila_strain_WP2__complete_genome_BAC,6353406,45,44.29480,7.08281,5.42163,0.85334,27.93149
1_AE016853_1_Pseudomonas_syringae_pv__tomato_str__DC3000__complete_genome_BAC,6397126,45,58.39594,7.03440,5.42163,0.84751,27.74060
1_CP000512_1_Acidovorax_citrulli_AAC00_1__complete_genome_BAC,5352772,37,68.55272,6.91231,4.45778,0.83280,27.25911
1_CP003093_2_Pseudoxanthomonas_spadix_BD_a59__complete_genome_BAC,3452554,23,67.67732,6.66174,2.77105,0.80261,26.27099
1_CP013661_2_Planococcus_kocurii_strain_ATCC_43650__complete_genome_BAC,3472056,23,40.90789,6.62431,2.77105,0.79810,26.12337
1_CP001135_1_Edwardsiella_tarda_EIB202__complete_genome_BAC,3760463,24,59.73306,6.38220,2.89153,0.76893,25.16858
1_BA000028_3_Oceanobacillus_iheyensis_HTE831_DNA__complete_genome_BAC,3630528,23,35.67107,6.33516,2.77105,0.76327,24.98310
1_CP000270_1_Paraburkholderia_xenovorans_LB400_chromosome_1__complete_sequence_BAC,4895836,31,62.76358,6.33191,3.73490,0.76287,24.97026
1_CP020000_1_Acinetobacter_calcoaceticus_strain_CA16__complete_genome_BAC,4110074,26,38.71687,6.32593,3.13250,0.76215,24.94667
