species,chr_length,read_count,gc_ref,reads_per_million_ref_bases,reads_per_million_reads_in_experiment,RPMM,bacteria_per_human_cell
1_AE016825_1_Chromobacterium_violaceum_ATCC_12472__complete_genome_BAC,4751080,632,64.84668,133.02239,64.30770,13.53538,3334.38653
1_CP000514_1_Marinobacter_hydrocarbonoclasticus_VT8_chromosome__complete_genome_BAC,4326849,560,57.26956,129.42441,56.98151,13.16928,3244.19832
1_CP019609_1_Vagococcus_penaei_strain_CD276__complete_genome_BAC,2365304,304,35.05174,128.52492,30.93282,13.07773,3221.65151
1_CP007208_1_Staphylococcus_xylosus_strain_HKUOPL8__complete_genome_BAC,2836901,357,32.76366,125.84159,36.32571,12.80472,3154.39007
1_CP014608_1_Obesumbacterium_proteus_strain_DSM_2777__complete_genome_BAC,5011796,621,49.07800,123.90758,63.18842,12.60794,3105.91150
1_CP021874_1_Enterococcus_wangshanyuanii_strain_MN05__complete_genome_BAC,3842361,474,37.47498,123.36168,48.23078,12.55238,3092.22792
1_CP003191_1_Tannerella_forsythia_92A2__complete_genome_BAC,3405521,420,46.95995,123.32918,42.73613,12.54907,3091.41325
1_CP022823_1_Klebsiella_quasivariicola_strain_KPN1705_chromosome__complete_genome_BAC,5540188,681,56.93057,122.91997,69.29358,12.50744,3081.15581
1_CP014784_1_Pseudomonas_alcaligenes_strain_NEB_585__complete_genome_BAC,4406305,537,65.51708,121.87096,54.64119,12.40068,3054.86084
1_CP014136_1_Gibbsiella_quercinecans_strain_FRB97__complete_genome_BAC,5548506,671,55.93843,120.93337,68.27606,12.30530,3031.35888
1_CP001392_1_Acidovorax_ebreus_TPSY__complete_genome_BAC,3796573,455,66.84608,119.84502,46.29747,12.19454,3004.07792
1_CP003380_1_Methylophaga_frappieri_strain_JAM7__complete_genome_BAC,2697465,322,47.78910,119.37156,32.76437,12.14636,2992.20998
1_CP008788_1_Klebsiella_oxytoca_KONIH1__complete_genome_BAC,6152190,724,55.90898,117.68167,73.66895,11.97443,2949.85069
1_CP017713_1_Lactobacillus_coryniformis_subsp__coryniformis_KCTC_3167___DSM_20001_chromosome__complete_genome_BAC,2951508,345,43.11041,116.88932,35.10468,11.89381,2929.98937
1_CP007601_1_Staphylococcus_capitis_subsp__capitis_strain_AYP1020__complete_genome_BAC,2443604,285,32.99337,116.63120,28.99952,11.86752,2923.51921
1_CP005965_1_Bacillus_paralicheniformis_ATCC_9945a__complete_genome_BAC,4376305,496,45.90913,113.33749,50.46933,11.53241,2840.95796
KN848901___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_675444___SO_supercontig,675444,76,48.33346,112.51925,7.73320,11.44908,2820.44753
1_CP018197_1_Bacillus_safensis_strain_KCTC_12796BP_chromosome__complete_genome_BAC,3935874,441,41.43458,112.04638,44.87294,11.40101,2808.59457
1_CP007215_3_Kosakonia_sacchari_SP1_chromosome__complete_genome_BAC,4902027,543,53.73717,110.77044,55.25171,11.27120,2776.61121
1_CP016442_1_Burkholderia_stabilis_strain_ATCC_BAA_67_chromosome_1__complete_sequence_BAC,3886092,428,66.37130,110.13641,43.55015,11.20667,2760.71848
1_CP017267_1_Vagococcus_teuberi_strain_DSM_21459_chromosome__complete_genome_BAC,2169060,238,34.12075,109.72495,24.21714,11.16481,2750.40469
1_CP006664_1_Edwardsiella_anguillarum_ET080813_chromosome__complete_genome_BAC,4200387,453,58.71495,107.84713,46.09397,10.97374,2703.33455
1_CP018176_1_Lactobacillus_hordei_strain_TMW_1_1822_chromosome__complete_genome_BAC,2422912,260,34.99700,107.30898,26.45570,10.91897,2689.84512
1_CP023481_1_Bacillus_glycinifermentans_strain_KBN06P03352_chromosome__complete_genome_BAC,4659467,497,46.06332,106.66449,50.57109,10.85341,2673.69016
1_AE009952_1_Yersinia_pestis_KIM10+__complete_genome_BAC,4600755,476,47.63327,103.46117,48.43428,10.52746,2593.39448
1_CP018420_1_Pseudomonas_veronii_strain_R02_chromosome__complete_genome_BAC,6852809,704,61.06460,102.73158,71.63389,10.45322,2575.10639
1_CP014332_1_Weissella_jogaejeotgali_strain_FOL01_chromosome__complete_genome_BAC,2114163,215,38.84090,101.69524,21.87683,10.34775,2549.12902
1_CP018180_1_Lactobacillus_nagelii_strain_TMW_1_1827_chromosome__complete_genome_BAC,2406166,244,36.66664,101.40597,24.82766,10.31835,2541.87814
1_CP018758_1_Pseudomonas_psychrotolerans_strain_PRS08_11306__complete_genome_BAC,5271920,531,64.80454,100.72232,54.03068,10.24877,2524.74149
1_CP002886_1_Enterobacter_ludwigii_strain_EcWSU1__complete_genome_BAC,4734438,475,54.60604,100.32866,48.33253,10.20872,2514.87382
KN848896___organism_Cryptococcus_gattii_CA1873___version_2015_02_17___length_761613___SO_supercontig,761613,74,47.95304,97.16259,7.52970,9.88652,2435.51209
CP019491.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_2__complete_sequence,2005801,194,42.62078,96.71951,19.74002,9.84147,2424.40578
1_AP013036_1_Enterococcus_mundtii_QU_25_DNA__complete_genome_BAC,3022186,292,38.59807,96.61868,29.71179,9.83122,2421.87819
1_CP006978_1_Pseudomonas_monteilii_SB3078__complete_genome_BAC,6000087,568,62.46724,94.66525,57.79553,9.63245,2372.91280
1_CP015243_1_Halotalea_alkalilenta_strain_IHB_B_13600_chromosome__complete_genome_BAC,4387428,415,64.33146,94.58840,42.22737,9.62463,2370.98663
1_CP016162_1_Pseudomonas_alcaliphila_JAB1_chromosome__complete_genome_BAC,5340293,491,62.54770,91.94257,49.96057,9.35540,2304.66528
1_CP017460_1_Staphylococcus_nepalensis_strain_JS1_chromosome__complete_genome_BAC,2913597,267,33.12577,91.63921,27.16797,9.32455,2297.06107
AE016820.4_Ashbya_gossypii_ATCC_10895_chromosome_VII__complete_sequence,1800949,165,51.18603,91.61831,16.78919,9.32241,2296.53726
CP002711.1_Ashbya_gossypii_FDAG1_chromosome_VII__complete_sequence,1823962,166,51.14164,91.01077,16.89095,9.26058,2281.30833
1_CP014872_1_Lactobacillus_lindneri_strain_TMW_1_1993_chromosome__complete_genome_BAC,1389742,125,34.23792,89.94488,12.71909,9.15212,2254.59045
1_AE017333_1_Bacillus_licheniformis_DSM_13___ATCC_14580__complete_genome_BAC,4222645,365,46.18074,86.43882,37.13973,8.79537,2166.70615
1_FM177140_1_Lactobacillus_casei_BL23_complete_genome__strain_BL23_BAC,3079196,265,46.32726,86.06131,26.96446,8.75698,2157.24357
1_CP000813_4_Bacillus_pumilus_SAFR_032_chromosome__complete_genome_BAC,3704641,316,41.27567,85.29844,32.15385,8.67934,2138.12100
1_CP009450_1_Pluralibacter_gergoviae_strain_FB2_chromosome__complete_genome_BAC,5489680,458,59.10452,83.42927,46.60273,8.48915,2091.26783
1_CP002449_1_Alicycliphilus_denitrificans_BC__complete_genome_BAC,4637013,380,68.29717,81.94936,38.66602,8.33856,2054.17184
1_CP012605_1_Ralstonia_insidiosa_strain_FC1138_chromosome_1__complete_sequence_BAC,3968071,325,63.61740,81.90380,33.06962,8.33393,2053.02976
1_CP018199_1_Staphylococcus_succinus_strain_14BME20_chromosome__complete_genome_BAC,2745675,222,33.07780,80.85429,22.58910,8.22716,2026.72238
1_CP003504_1_Enterococcus_hirae_ATCC_9790__complete_genome_BAC,2827741,227,36.92730,80.27612,23.09786,8.16831,2012.22986
1_CP012252_1_Klebsiella_quasipneumoniae_strain_HKUOPLA__complete_genome_BAC,5090052,408,58.03578,80.15638,41.51510,8.15612,2009.22847
1_CP021920_1_Bacillus_sonorensis_strain_SRCM101395_chromosome__complete_genome_BAC,4832293,387,45.19469,80.08625,39.37829,8.14899,2007.47055
1_CP004856_1_Enterococcus_casseliflavus_EC20__complete_genome_BAC,3427276,272,42.83230,79.36323,27.67673,8.07543,1989.34692
1_AP006725_1_Klebsiella_pneumoniae_subsp__pneumoniae_NTUH_K2044_DNA__complete_genome_BAC,5248520,415,57.67334,79.06991,42.22737,8.04558,1981.99452
1_CP017420_1_Delftia_tsuruhatensis_strain_CM13__complete_genome_BAC,7195716,564,66.34824,78.37993,57.38852,7.97537,1964.69915
1_CP012890_1_Lactobacillus_gallinarum_strain_HFD4__complete_genome_BAC,2317164,181,36.81042,78.11286,18.41724,7.94818,1958.00484
1_CP010409_1_Xanthomonas_sacchari_strain_R1__complete_genome_BAC,4497453,350,68.95865,77.82188,35.61344,7.91858,1950.71089
1_AE016853_1_Pseudomonas_syringae_pv__tomato_str__DC3000__complete_genome_BAC,6397126,491,58.39594,76.75317,49.96057,7.80985,1923.92228
1_FP236842_1_Erwinia_pyrifoliae_strain_Ep1_96_complete_chromosome_BAC,4026322,308,53.41369,76.49665,31.33983,7.78374,1917.49233
1_CP023501_1_Weissella_paramesenteroides_strain_FDAARGOS_414_chromosome__complete_genome_BAC,1947910,147,38.08473,75.46550,14.95765,7.67882,1891.64508
1_CP002824_1_Enterobacter_aerogenes_KCTC_2190__complete_genome_BAC,5280350,397,54.84048,75.18441,40.39582,7.65022,1884.59921
1_CP017638_1_Dickeya_dianthicola_RNS04_9__complete_genome_BAC,4720132,347,55.95415,73.51492,35.30818,7.48034,1842.75129
1_CP017786_1_Bacillus_xiamenensis_strain_VV3_chromosome__complete_genome_BAC,3637729,267,41.51899,73.39742,27.16797,7.46839,1839.80590
1_CP000964_1_Klebsiella_variicola_strain_342__complete_genome_BAC,5641239,412,57.28307,73.03359,41.92211,7.43136,1830.68595
1_CP018016_1_Kosakonia_radicincitans_DSM_16656__complete_genome_BAC,5817639,424,53.97338,72.88179,43.14314,7.41592,1826.88084
1_CP007457_1_Bifidobacterium_pseudolongum_PV8_2__complete_genome_BAC,2032698,148,63.26509,72.80956,15.05940,7.40858,1825.07046
1_CP011256_1_Xanthomonas_arboricola_strain_17__complete_genome_BAC,5254865,369,65.39373,70.22071,37.54674,7.14514,1760.17733
1_CP002272_1_Enterobacter_lignolyticus_SCF1__complete_genome_BAC,4814049,336,57.01379,69.79570,34.18890,7.10190,1749.52394
1_FN543093_2_Cronobacter_turicensis_z3032_complete_genome_BAC,4384463,302,57.41434,68.87963,30.72931,7.00868,1726.56145
1_CP016756_1_Stenotrophomonas_nitritireducens_strain_2001__complete_genome_BAC,4541729,312,63.84571,68.69629,31.74684,6.99003,1721.96567
1_CP018044_1_Bifidobacterium_choerinum_strain_FMB_1__complete_genome_BAC,2246282,153,65.58983,68.11261,15.56816,6.93063,1707.33502
1_CP003218_1_Klebsiella_michiganensis_strain_KCTC_1686__complete_genome_BAC,5974109,403,56.04450,67.45775,41.00633,6.86401,1690.91992
1_CP016598_1_Leuconostoc_lactis_strain_WiKim40_chromosome__complete_genome_BAC,1737502,117,43.31966,67.33813,11.90506,6.85183,1687.92154
1_CP001129_1_Streptococcus_equi_subsp__zooepidemicus_MGCS10565__complete_genome_BAC,2024171,135,41.83009,66.69400,13.73661,6.78629,1671.77564
1_CP023284_1_Variovorax_boronicumulans_strain_J1_chromosome__complete_genome_BAC,7137898,473,68.02817,66.26599,48.12902,6.74274,1661.04688
1_CP011574_1_Klebsiella_aerogenes_strain_CAV1320_chromosome__complete_genome_BAC,5124987,339,54.99618,66.14647,34.49416,6.73059,1658.05100
1_CP012268_1_Cronobacter_muytjensii_ATCC_51329__complete_genome_BAC,4364114,288,57.68848,65.99284,29.30477,6.71494,1654.19996
1_CP000304_1_Pseudomonas_stutzeri_A1501__complete_genome_BAC,4567418,301,63.89301,65.90154,30.62756,6.70566,1651.91142
1_CP013990_1_Leclercia_adecarboxylata_strain_USDA_ARS_USMARC_60222__complete_genome_BAC,4803917,316,55.77382,65.77961,32.15385,6.69326,1648.85522
1_CP002727_1_Pseudomonas_fulva_12_X__complete_genome_BAC,4920769,321,63.52379,65.23369,32.66261,6.63770,1635.17099
1_CP015774_2_Lelliottia_amnigena_strain_ZB04__complete_genome_BAC,4616122,296,54.26423,64.12312,30.11880,6.52470,1607.33288
1_CP000076_1_Pseudomonas_protegens_Pf_5__complete_genome_BAC,7074893,451,63.31576,63.74657,45.89046,6.48638,1597.89434
1_CP012264_1_Cronobacter_condimenti_1330_strain_LMG_26250__complete_genome_BAC,4347991,275,55.83584,63.24762,27.98199,6.43561,1585.38727
1_CP011451_1_Nitrosomonas_communis_strain_Nm2__complete_genome_BAC,4067838,254,44.71212,62.44100,25.84518,6.35354,1565.16837
1_CP019445_1_Kosakonia_cowanii_strain_888_76_chromosome__complete_genome_BAC,4646998,290,56.28121,62.40585,29.50828,6.34997,1564.28735
1_CP001560_1_Shimwellia_blattae_DSM_4481___NBRC_105725__complete_genome_BAC,4158725,256,56.50522,61.55740,26.04869,6.26362,1543.01978
1_CP010026_1_Paraburkholderia_fungorum_strain_ATCC_BAA_463_chromosome_1__complete_sequence_BAC,4463161,271,62.07680,60.71931,27.57498,6.17835,1522.01188
1_CP000826_1_Serratia_proteamaculans_568__complete_genome_BAC,5448853,329,55.06647,60.37971,33.47664,6.14379,1513.49940
1_CP017482_1_Pectobacterium_polaris_strain_NIBIO1392_chromosome__complete_genome_BAC,5008416,301,51.98083,60.09879,30.62756,6.11522,1506.45777
1_CP003153_1_Dechlorosoma_suillum_PS__complete_genome_BAC,3806980,226,65.37831,59.36464,22.99611,6.04051,1488.05523
1_CP003737_1_Enterobacter_kobei_strain_ENHKU01__complete_genome_BAC,4726582,274,55.05945,57.97003,27.88024,5.89860,1453.09751
1_CP021059_1_Macrococcus_canis_strain_KM45013_chromosome__complete_genome_BAC,2363414,136,37.08534,57.54397,13.83837,5.85524,1442.41772
1_AP012282_1_Melissococcus_plutonius_DAT561_DNA__complete_genome_BAC,1846178,106,31.44144,57.41585,10.78579,5.84222,1439.20623
1_CP003093_2_Pseudoxanthomonas_spadix_BD_a59__complete_genome_BAC,3452554,197,67.67732,57.05928,20.04528,5.80593,1430.26812
1_CP001135_1_Edwardsiella_tarda_EIB202__complete_genome_BAC,3760463,211,59.73306,56.11016,21.46982,5.70935,1406.47718
1_CP014031_2_Hafnia_paralvei_strain_FDAARGOS_158_chromosome__complete_genome_BAC,4513714,252,48.19253,55.82990,25.64168,5.68084,1399.45229
1_CP012900_1_Stenotrophomonas_acidaminiphila_strain_ZAC14D2_NAIMI4_2__complete_genome_BAC,4138297,229,68.50880,55.33673,23.30137,5.63067,1387.09025
1_AE003849_1_Xylella_fastidiosa_9a5c__complete_genome_BAC,2679306,148,52.66793,55.23810,15.05940,5.62063,1384.61795
1_CP004142_1_Raoultella_ornithinolytica_B6__complete_genome_BAC,5398151,298,55.87832,55.20410,30.32230,5.61716,1383.76558
1_AP014680_1_Lactobacillus_hokkaidonensis_DNA__complete_genome_BAC,2277985,125,38.11205,54.87294,12.71909,5.58348,1375.46457
1_BX950851_1_Erwinia_carotovora_subsp__atroseptica_SCRI1043__complete_genome_BAC,5064019,276,50.95596,54.50215,28.08374,5.54574,1366.17042
1_CP009451_1_Cedecea_neteri_strain_SSMD04__complete_genome_BAC,4876443,260,55.09629,53.31758,26.45570,5.42520,1336.47756
1_CP018867_1_Lactobacillus_alimentarius_DSM_20249_chromosome__complete_genome_BAC,2333865,121,35.36451,51.84544,12.31208,5.27540,1299.57629
1_AP009332_1_Lactococcus_garvieae_ATCC_49156_DNA__complete_genome_BAC,1950135,101,38.81935,51.79115,10.27702,5.26990,1298.21550
1_CP012269_1_Pediococcus_damnosus_strain_TMW_2_1532_chromosome__complete_genome_BAC,2073735,106,38.24288,51.11538,10.78579,5.20114,1281.27623
1_CP009455_1_Pseudomonas_cremoricolorata_strain_ND07__complete_genome_BAC,4780403,243,63.25064,50.83257,24.72590,5.17235,1274.18722
1_CP000884_1_Delftia_acidovorans_SPH_1__complete_genome_BAC,6767514,331,66.48953,48.91016,33.68014,4.97674,1225.99951
1_CP019706_1_Pantoea_alhagi_strain_LTYR_11Z__complete_genome_BAC,4239970,205,53.55671,48.34940,20.85930,4.91968,1211.94325
1_CP007511_1_Pseudomonas_balearica_DSM_6083__complete_genome_BAC,4383480,211,64.67083,48.13527,21.46982,4.89789,1206.57587
1_CP012266_1_Cronobacter_dublinensis_subsp__dublinensis_LMG_23823__complete_genome_BAC,4431067,211,57.84142,47.61830,21.46982,4.84529,1193.61716
1_CP001790_1_Pectobacterium_parmentieri_WPP163_chromosome__complete_genome_BAC,5063892,236,50.46486,46.60449,24.01363,4.74213,1168.20470
1_CP001600_2_Edwardsiella_ictaluri_93_146__complete_genome_BAC,3812301,177,57.43201,46.42867,18.01023,4.72424,1163.79746
1_CP006938_2_Pandoraea_pnomenusa_strain_RB_44_chromosome__complete_genome_BAC,5385946,249,64.90229,46.23140,25.33642,4.70417,1158.85270
1_CP017184_1_Enterobacter_roggenkampii_strain_DSM_16690_chromosome__complete_genome_BAC,4748414,219,56.20441,46.12070,22.28384,4.69290,1156.07793
1_CP014007_1_Kosakonia_oryzae_strain_Ola_51__complete_genome_BAC,5303342,244,54.00692,46.00874,24.82766,4.68151,1153.27151
1_CP025225_1_Enterobacter_cancerogenus_strain_CR_Eb1_chromosome__complete_genome_BAC,4796512,220,55.77843,45.86668,22.38559,4.66706,1149.71060
1_CP000412_1_Lactobacillus_delbrueckii_subsp__bulgaricus_ATCC_BAA_365__complete_genome_BAC,1856951,85,49.67692,45.77398,8.64898,4.65762,1147.38700
1_CP026047_1_Raoultella_planticola_strain_FDAARGOS_64_chromosome__complete_genome_BAC,5489763,246,55.79089,44.81070,25.03116,4.55961,1123.24102
1_CP016843_1_Carnobacterium_divergens_strain_TMW_2_1579_chromosome__complete_genome_BAC,2666320,119,35.02350,44.63080,12.10857,4.54130,1118.73158
1_CP011104_1_Photorhabdus_temperata_subsp__thracensis_strain_DSM_15199__complete_genome_BAC,5147098,229,44.10091,44.49107,23.30137,4.52709,1115.22908
1_CP015206_1_Pediococcus_acidilactici_strain_ZPA017__complete_genome_BAC,2131361,94,42.09491,44.10330,9.56475,4.48763,1105.50892
1_CP001635_1_Variovorax_paradoxus_S110_chromosome_1__complete_sequence_BAC,5626353,244,67.65253,43.36737,24.82766,4.41274,1087.06194
1_AM295250_1_Staphylococcus_carnosus_subsp__carnosus_TM300_complete_genome_BAC,2566424,111,34.62726,43.25091,11.29455,4.40089,1084.14271
1_CU207211_1_Herminiimonas_arsenicoxydans_chromosome__complete_sequence_BAC,3424307,146,54.28676,42.63633,14.85589,4.33837,1068.73736
1_CP017996_1_Lactobacillus_crustorum_strain_MN047_chromosome__complete_genome_BAC,2261471,96,35.01025,42.45026,9.76826,4.31943,1064.07346
1_CP004345_1_Morganella_morganii_subsp__morganii_KT__complete_genome_BAC,3799539,159,51.13463,41.84717,16.17868,4.25806,1048.95610
1_CP042804_1_Pseudomonas_amygdali_pv__tabaci_str__ATCC_11528_chromosome__complete_genome_BAC,6133558,256,58.04524,41.73759,26.04869,4.24691,1046.20925
1_CP013987_1_Pseudomonas_oryzihabitans_strain_USDA_ARS_USMARC_56511__complete_genome_BAC,4834356,199,65.13462,41.16367,20.24879,4.18852,1031.82322
1_CP007044_2_Chania_multitudinisentens_RB_25__complete_genome_BAC,5488183,225,50.86989,40.99720,22.89436,4.17157,1027.65036
1_AL646052_1_Ralstonia_solanacearum_GMI1000_chromosome_complete_sequence_BAC,3716413,152,67.05496,40.89969,15.46641,4.16165,1025.20609
1_CP001654_1_Dickeya_paradisiaca_Ech703_chromosome__complete_genome_BAC,4679450,190,55.01066,40.60306,19.33301,4.13147,1017.77083
1_CP003959_1_Serratia_marcescens_WW4__complete_genome_BAC,5241455,212,59.55285,40.44675,21.57157,4.11557,1013.85254
1_CP000896_1_Acholeplasma_laidlawii_PG_8A__complete_genome_BAC,1496992,60,31.92446,40.08043,6.10516,4.07829,1004.67029
1_CP000555_1_Methylibium_petroleiphilum_PM1__complete_genome_BAC,4044195,159,69.23099,39.31556,16.17868,4.00047,985.49791
1_CP009706_1_Hafnia_alvei_FB1__complete_genome_BAC,4712721,182,48.97873,38.61889,18.51899,3.92958,968.03477
1_CP007546_1_Enterobacter_asburiae_L1__complete_genome_BAC,4561905,175,56.05667,38.36113,17.80672,3.90335,961.57363
1_CP017671_1_Providencia_rettgeri_strain_RB151__complete_genome_BAC,4780676,178,40.44692,37.23320,18.11198,3.78858,933.30058
1_CP001655_1_Dickeya_chrysanthemi_Ech1591_chromosome__complete_genome_BAC,4813854,179,54.51220,37.18437,18.21373,3.78361,932.07677
1_CP008714_1_Xanthomonas_translucens_pv__undulosa_strain_Xtu_4699__complete_genome_BAC,4561137,168,68.07833,36.83290,17.09445,3.74785,923.26652
1_FP236843_1_Erwinia_billingiae_strain_Eb661_complete_chromosome_BAC,5100167,180,55.19009,35.29294,18.31548,3.59115,884.66544
1_CP001836_1_Dickeya_zeae_Ech586_chromosome__complete_genome_BAC,4818394,169,53.63315,35.07396,17.19620,3.56887,879.17628
1_CP000851_1_Shewanella_pealeana_ATCC_700345__complete_genome_BAC,5174581,181,44.65189,34.97868,18.41724,3.55917,876.78816
1_CR522870_1_Desulfotalea_psychrophila_LSv54_chromosome_BAC,3523383,115,46.80092,32.63911,11.70156,3.32111,818.14365
1_AP011548_1_Lactobacillus_rhamnosus_ATCC_53103_DNA__complete_genome_BAC,3005051,98,46.68492,32.61177,9.97176,3.31833,817.45825
1_CP015114_1_Staphylococcus_condimenti_strain_DSM_11674__complete_genome_BAC,2659676,86,34.70077,32.33472,8.75073,3.29015,810.51354
1_CP013988_1_Aerococcus_urinaeequi_strain_USDA_ARS_USMARC_56713__complete_genome_BAC,2054328,66,39.42353,32.12726,6.71568,3.26904,805.31342
1_CP012647_1_Cutibacterium_acnes_strain_KCOM_1861____ChDC_B594__chromosome__complete_genome_BAC,2522438,80,59.98512,31.71532,8.14022,3.22712,794.98759
1_AE017198_1_Lactobacillus_johnsonii_NCC_533__complete_genome_BAC,1992676,62,34.60343,31.11388,6.30867,3.16593,779.91152
1_CP019041_1_Acinetobacter_junii_strain_65__complete_genome_BAC,3378307,102,38.62685,30.19261,10.37877,3.07218,756.81875
1_CP014137_1_Brenneria_goodwinii_strain_FRB141__complete_genome_BAC,5360730,161,53.06858,30.03322,16.38218,3.05596,752.82347
1_CP006721_1_Clostridium_saccharobutylicum_DSM_13864__complete_genome_BAC,5107814,146,28.65821,28.58368,14.85589,2.90846,716.48867
1_CP009533_1_Pseudomonas_rhizosphaerae_strain_DSM_16299__complete_genome_BAC,4688635,134,62.00023,28.57978,13.63486,2.90807,716.39087
1_CP001154_1_Laribacter_hongkongensis_HLHK9__complete_genome_BAC,3169329,90,62.35693,28.39717,9.15774,2.88949,711.81356
1_CP001685_1_Leptotrichia_buccalis_DSM_1135__complete_genome_BAC,2465610,70,29.63859,28.39054,7.12269,2.88881,711.64740
1_AP012334_1_Scardovia_inopinata_JCM_12537_DNA__complete_genome_BAC,1797862,49,48.62278,27.25462,4.98588,2.77323,683.17414
1_LN774769_1_Lactococcus_piscium_MKFS47_genome_assembly_L_piscium__chromosome___I_BAC,2394138,64,38.78560,26.73194,6.51217,2.72005,670.07226
1_CP009747_1_Pseudomonas_parafulva_strain_CRS01_1__complete_genome_BAC,5087619,135,63.47312,26.53500,13.73661,2.70001,665.13578
1_CP021455_1_Comamonas_serinivorans_strain_DSM_26136__complete_genome_BAC,4522913,119,67.94320,26.31049,12.10857,2.67716,659.50824
1_AP018823_1_Aquitalea_magnusonii_H3_DNA__complete_genome_BAC,4852135,127,59.31365,26.17407,12.92259,2.66328,656.08861
1_CP003026_1_Enterobacter_soli_strain_LF7a__complete_genome_BAC,4812833,125,53.84469,25.97225,12.71909,2.64274,651.02955
1_CP004141_1_Edwardsiella_piscicida_C07_087__complete_genome_BAC,3857040,99,59.60081,25.66735,10.07352,2.61172,643.38697
1_CP000655_1_Polynucleobacter_asymbioticus_QLW_P1DMWA_1__complete_genome_BAC,2159490,55,44.82579,25.46898,5.59640,2.59154,638.41444
1_AP012551_1_Plautia_stali_symbiont_DNA__complete_genome_BAC,4035456,102,56.95228,25.27593,10.37877,2.57190,633.57544
1_CP002585_1_Pseudomonas_brassicacearum_subsp__brassicacearum_NFM421__complete_genome_BAC,6843248,168,60.79333,24.54974,17.09445,2.49800,615.37250
1_CP009454_1_Pantoea_rwandensis_strain_ND04__complete_genome_BAC,4327607,106,53.91774,24.49389,10.78579,2.49232,613.97255
1_CT573326_1_Pseudomonas_entomophila_str__L48_chromosome_complete_sequence_BAC,5888780,144,64.17037,24.45328,14.65239,2.48819,612.95469
1_CP000542_1_Verminephrobacter_eiseniae_EF01_2__complete_genome_BAC,5566749,136,65.29164,24.43077,13.83837,2.48590,612.39043
1_CP016786_1_Clostridium_isatidis_strain_DSM_15098_chromosome__complete_genome_BAC,2869927,70,28.90844,24.39084,7.12269,2.48184,611.38946
1_CP001616_1_Tolumonas_auensis_DSM_9187__complete_genome_BAC,3471292,84,49.01305,24.19850,8.54723,2.46226,606.56814
1_CP001312_1_Rhodobacter_capsulatus_SB_1003__complete_genome_BAC,3738958,90,66.58284,24.07086,9.15774,2.44928,603.36887
1_CP017948_1_Tenericutes_bacterium_MO_XQ_chromosome__complete_genome_BAC,2067902,49,31.56184,23.69554,4.98588,2.41108,593.96076
1_AP008971_1_Finegoldia_magna_ATCC_29328_DNA__complete_genome_BAC,1797577,42,32.30834,23.36475,4.27361,2.37743,585.66905
1_CP012621_1_Zobellella_denitrificans_strain_F13_1_chromosome__complete_genome_BAC,4174222,97,63.84139,23.23787,9.87001,2.36452,582.48884
1_CP000422_1_Pediococcus_pentosaceus_ATCC_25745__complete_genome_BAC,1832387,42,37.34894,22.92088,4.27361,2.33227,574.54306
1_CP024610_1_Lactobacillus_terrae_strain_NIBRBAC000499792_chromosome__complete_genome_BAC,1548794,35,33.07489,22.59829,3.56134,2.29943,566.45670
1_CP012034_1_Lactobacillus_ginsenosidimutans_strain_EMML_3041__complete_genome_BAC,2590556,58,36.70130,22.38898,5.90166,2.27814,561.21019
1_CP023536_1_Providencia_alcalifaciens_strain_FDAARGOS_408_chromosome__complete_genome_BAC,3990106,89,41.98196,22.30515,9.05599,2.26961,559.10882
1_CP022096_2_Staphylococcus_pettenkoferi_strain_FDAARGOS_288_chromosome__complete_genome_BAC,2502360,55,38.91002,21.97925,5.59640,2.23645,550.93975
1_CP016043_1_Edwardsiella_hoshinae_strain_ATCC_35051_chromosome__complete_genome_BAC,3811650,83,56.88679,21.77535,8.44547,2.21570,545.82860
1_CP018888_1_Lactobacillus_amylophilus_DSM_20533___JCM_1125__complete_genome_BAC,1610352,35,43.64651,21.73441,3.56134,2.21153,544.80235
1_CP014546_1_Pseudomonas_azotoformans_strain_S4__complete_genome_BAC,6859618,149,60.31640,21.72132,15.16115,2.21020,544.47434
1_CP010799_2_Ralstonia_mannitolilytica_strain_SN82F48_chromosome_1__complete_sequence_BAC,3503899,76,65.42309,21.69012,7.73320,2.20703,543.69219
1_CR555306_1_Azoarcus_aromaticum_EbN1_complete_genome_BAC,4296230,93,65.13737,21.64689,9.46300,2.20263,542.60855
1_CP002038_1_Dickeya_dadantii_3937__complete_genome_BAC,4922802,106,56.29175,21.53246,10.78579,2.19098,539.74034
1_CP015600_1_Pseudomonas_antarctica_strain_PAMC_27494_chromosome__complete_genome_BAC,6441449,136,59.84708,21.11326,13.83837,2.14833,529.23246
1_CP003360_1_Desulfomonile_tiedjei_DSM_6799__complete_genome_BAC,6500104,137,50.06571,21.07660,13.94012,2.14460,528.31354
CP012823.1_Saccharomycopsis_fibuligera_strain_KPH12_chromosome_1__complete_sequence,4889271,100,38.62325,20.45295,10.17527,2.08114,512.68096
1_CP014947_1_Pseudomonas_koreensis_strain_D26__complete_genome_BAC,6301761,127,59.58482,20.15310,12.92259,2.05063,505.16479
1_CP012076_1_Bordetella_hinzii_strain_F582__complete_genome_BAC,4912977,99,67.08097,20.15070,10.07352,2.05039,505.10470
